1022,arrived,1
1023,training,1
1024,photo,1
1025,coins,1
1026,sharpened,1
1027,posing,1
1028,clippers,1
1029,guidebook,1
1030,dance,1
1031,mopped,1
1032,gesturing,1
1033,talks,1
1034,interview,1
1035,four,1
1036,wiped,1
1037,rag,1
1038,activity,1
1039,chin,1
1040,banquet,1
1041,shallow,1
1042,tropical,1
1043,decorates,1
1044,baby,1
1045,water's,1
1046,barefoot,1
1047,shipping,1
1048,draped,1
1049,parasols,1
1050,decorated,1
1051,stove's,1
1052,shrubbery,1
1053,instructors,1
1054,miror,1
1055,three,1
1056,teaching,1
1057,assisting,1
1058,backs,1
1059,plugging,1
1060,bowl,1
1061,horses,1
1062,disassembling,1
1063,hurrying,1
1064,catch,1
1065,burner,1
1066,globe,1
1067,cyclists,1
1068,laptops,1
1069,centerpiece,1
1070,floral,1
1071,saucers,1
1072,sleeved,1
1073,outstretched,1
1074,carrier,1
1075,framing,1
1076,courtyard,1
1077,sailboat,1
1078,re,1
1079,horns,1
1080,erasing,1
1081,they',1
1082,paving,1
1083,multiple,1
1084,raking,1
1085,adding,1
1086,shoreline,1
1087,balconies,1
1088,crate,1
1089,levels,1
1090,farmers,1
1091,stool,1
1092,member,1
1093,facility,1
1094,sewn,1
1095,garments,1
1096,abandoned,1
1097,drawings,1
1098,filed,1
1099,roller,1
1100,departing,1
1101,smoothed,1
1102,caried,1
1103,stocking,1
1104,load,1
1105,surrounds,1
1106,drafting,1
1107,transporting,1
1108,handcart,1
1109,surface,1
1110,measured,1
1111,seagulls,1
1112,employees,1
1113,researchers,1
1114,suit,1
1115,guests,1
1116,scenery,1
1117,cellphone,1
1118,reeling,1
1119,hosing,1
1120,electriclight,1
1121,wool,1
1122,rod,1
1123,hotel,1
1124,guided,1
1125,cans,1
1126,nobody,1
1127,height,1
1128,shirt,1
1129,protection,1
1130,portable,1
1131,petting,1
1132,animals,1
1133,domed,1
1134,displays,1
1135,stepped,1
1136,climbed,1
1137,partway,1
1138,scientific,1
1139,technicians,1
1140,entered,1
1141,library,1
1142,agarden,1
1143,repaved,1
1144,background,1
1145,pane,1
1146,taping,1
1147,riverbank,1
1148,kinds,1
1149,partition,1
1150,securing,1
1151,lantern,1
1152,transparent,1
1153,ruler,1
1154,assortment,1
1155,handed,1
1156,scene,1
1157,desks,1
1158,school,1
1159,exam,1
1160,copier,1
1161,carousel,1
1162,everyone,1
1163,coworker,1
1164,uniforms,1
1165,receiver,1
1166,handling,1
1167,waste,1
1168,streetlights,1
1169,get,1
1170,plaza,1
1171,low,1
1172,id,1
1173,replaced,1
1174,lunches,1
1175,lugguage,1
1176,hamburgers,1
1177,without,1
1178,binders,1
1179,picnic,1
1180,ruins,1
1181,cat,1
1182,cafeteria,1
1183,rocking,1
1184,telescope,1
1185,microscopes,1
1186,positioning,1
1187,tv,1
1188,patterned,1
1189,stuck,1
1190,stem,1
1191,arrangements,1
1192,wandering,1
1193,baking,1
1194,department,1
1195,look,1
1196,ladders,1
1197,loungers,1
1198,pets,1
1199,smoke,1
1200,rising,1
1201,depart,1
1202,ready,1
1203,industrial,1
1204,springing,1
1205,kitchenware,1
1206,unavailable,1
1207,two-floor,1
1208,structure,1
1209,encircles,1
1210,pans,1
1211,donuts,1
1212,deserts,1
1213,sweets,1
1214,shipped,1
1215,clerk,1
1216,form,1
1217,dragging,1
1218,artist,1
1219,secured,1
1220,available,1
1221,alleyway,1
1222,blooming,1
1223,friend,1
1224,corn,1
1225,harbor,1
1226,hammers,1
1227,center,1
1228,gap,1
1229,completely,1
1230,pens,1
1231,ferry,1
1232,balloons,1
1233,slide,1
1234,currently,1
1235,taxiing,1
1236,goes,1
1237,task,1
1238,peeking,1
1239,rocky,1
1240,this,1
1241,collecting,1
1242,friends,1
1243,spot,1
1244,blind,1
1245,wheeling,1
1246,applied,1
1247,focusing,1
1248,exceeding,1
1249,lakeshore,1
1250,diploma,1
1251,calendar,1
1252,lost,1
1253,sleeping,1
1254,conductor,1
1255,blocking,1
1256,hiker,1
1257,entire,1
1258,weaving,1
1259,shaving,1
1260,every,1
1261,eye,1
1262,beard,1
1263,heaped,1
1264,sleeve,1
1265,graphic,1
1266,lit,1
1267,unfolding,1
1268,plan,1
1269,recycling,1
1270,pedestrian,1
1271,flag,1
1272,measurements,1
1273,doll,1
1274,speed,1
1275,limit,1
1276,welding,1
1277,renovation,1
1278,cast,1
1279,bloom,1
1280,merry-go-round,1
1281,demolished,1
1282,sprinkler,1
1283,splashing,1
1284,animal,1
1285,ships,1
1286,ditch,1
1287,relocated,1
1288,landed,1
1289,string,1
1290,repainted,1
1291,calm,1
1292,arm,1
1293,shut,1
1294,inspected,1
1295,engines,1
1296,credit,1
1297,labeled,1
1298,candle,1
1299,bargains,1
1300,toolbox,1
1301,steering,1
1302,printing,1
1303,check,1
1304,match,1
1305,merchant,1
1306,either,1
1307,amusement,1
1308,pickup,1
1309,entertaining,1
1310,own,1
1311,swimmer,1
1312,note,1
1313,addition,1
1314,design,1
1315,catching,1
1316,cabin,1
1317,soaked,1
1318,canvas,1
1319,underneath,1
1320,dusting,1
1321,mailing,1
1322,armchairs,1
1323,landscaping,1
1324,shampoo,1
1325,launched,1
1326,marker,1
1327,refreshments,1
1328,connected,1
1329,photocopier,1
1330,unlocking,1
1331,purchases,1
1332,vacant,1
1333,awning,1
1334,passenger,1
1335,emerging,1
1336,lamps,1
1337,decorative,1
1338,switch,1
1339,windown,1
1340,mask,1
1341,sewing,1
1342,bagging,1
1343,mug,1
1344,necktie,1
1345,tablecloth,1
1346,be,1
1347,purses,1
1348,racks,1
1349,awards,1
1350,ceremony,1
1351,before,1
1352,distributed,1
1353,trophies,1
1354,electric,1
1355,mnountain,1
1356,presenters,1
1357,lowering,1
1358,sending,1
1359,write,1
1360,knot,1
1361,logs,1
1362,trunks,1
1363,sandwich,1
1364,plugged,1
1365,tiles,1
1366,skirt,1
1367,exercising,1
1368,timber,1
1369,trailer,1
1370,shoveled,1
1371,dirt,1
1372,wooded,1
1373,child,1
1374,earth,1
1375,contruction,1
1376,eyes,1
1377,counting,1
1378,counters,1
1379,spoon,1
1380,dicrections,1
1381,freezer,1
1382,remodeling,1
1383,operated,1
1384,produce,1
1385,cooks,1
1386,security,1
1387,text,1
1388,message,1
1389,pillar,1
1390,rearview,1
1391,exercises,1
1392,formal,1
1393,rail,1
1394,athletic,1
1395,envelops,1
1396,rake,1
1397,workout,1
1398,handbags,1
1399,letters,1
1400,mall,1
1401,salesperson,1
1402,dentist's,1
1403,game,1
1404,streets,1
1405,bicyclists,1
1406,fishermen,1
1407,bite,1
1408,handrails,1
1409,tothe,1
1410,nets,1
1411,pencils,1
1412,game's,1
1413,weeds,1
1414,motorbikes,1
1415,its,1
1416,plumbing,1
1417,wowing,1
1418,in-pots,1
1419,table's,1
1420,pressed,1
1421,pins,1
1422,potished,1
1423,lecture,1
1424,dish,1
1425,not,1
1426,patio,1
1427,today,1
1428,buses,1
1429,city,1
1430,sorting,1
1431,straightening,1
1432,him,1
1433,border,1
1434,foot,1
1435,peopleÂ,1
1436,stapling,1
1437,tape,1
1438,forms,1
1439,because,1
1440,weather,1
1441,cold,1
1442,salad,1
1443,shopkeeper,1
1444,arein,1
1445,stop,1
1446,napkin,1
1447,supermarket,1
1448,tidying,1
1449,walks,1
1450,pull-down,1
